exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at,sla_status,recurrence_count,is_high_value_break,predicted_exception_type,confidence_score,owner_recommendation,root_cause_hint,recommended_action,sme_review_flag,priority_score,explainability_summary,anomaly_score,anomaly_flag,reason_code,severity_recommendation
EXC0000787,Duplicate Record,Trades,Custodian,EMEA,Government Bond,0,8,30316.0,-1.68,1,0,11,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-03-27,Breached,22,0,Duplicate Record,0.914,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,55.4,"Duplicate Record in Trades from Custodian is ranked High because the item is 8 days old, has a break amount of 30316.0, and carries confidence 0.914.",0.1608,False,Multi-factor isolation signal,High
EXC0000788,Position Reconciliation Break,Positions,Murex,APAC,Government Bond,0,14,69051.95,1.03,0,0,5,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Escalated,2026-05-17,Breached,23,1,Position Reconciliation Break,0.845,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,68.0,"Position Reconciliation Break in Positions from Murex is ranked Critical because the item is 14 days old, has a break amount of 69051.95, and carries confidence 0.845.",0.2093,False,High-value reconciliation break,Critical
EXC0000789,Duplicate Record,Trades,Murex,EMEA,ETF,1,4,159288.53,1.36,1,0,7,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-03-28,Breached,22,1,Duplicate Record,0.876,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,66.1,"Duplicate Record in Trades from Murex is ranked High because the item is 4 days old, has a break amount of 159288.53, and carries confidence 0.876.",0.4434,False,High-value reconciliation break,High
EXC0000790,Missing Reference Data,Reference Data,IBOR,EMEA,Government Bond,4,11,629.04,-1.98,0,0,6,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-05-15,Breached,25,0,Missing Reference Data,0.909,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,35.7,"Missing Reference Data in Reference Data from IBOR is ranked Low because the item is 11 days old, has a break amount of 629.04, and carries confidence 0.909.",0.1188,False,Multi-factor isolation signal,Low
EXC0000791,Invalid Currency,Reference Data,Custodian,EMEA,Government Bond,1,1,752.11,2.62,0,1,17,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Open,2026-04-08,Within SLA,11,0,Invalid Currency,0.882,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,15.4,"Invalid Currency in Reference Data from Custodian is ranked Low because the item is 1 days old, has a break amount of 752.11, and carries confidence 0.882.",0.1525,False,Multi-factor isolation signal,Low
EXC0000792,Missing Client Mapping,Client Data,Refinitiv,EMEA,Equity,2,2,2943.29,1.23,0,0,7,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Open,2026-04-29,Within SLA,15,0,Missing Client Mapping,0.904,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,15.5,"Missing Client Mapping in Client Data from Refinitiv is ranked Low because the item is 2 days old, has a break amount of 2943.29, and carries confidence 0.904.",0.0823,False,Multi-factor isolation signal,Low
EXC0000793,Price Outlier,Pricing,Custodian,Americas,Government Bond,0,19,2900.08,19.43,0,0,4,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-05-09,Breached,14,0,Price Outlier,0.968,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,52.4,"Price Outlier in Pricing from Custodian is ranked High because the item is 19 days old, has a break amount of 2900.08, and carries confidence 0.968.",0.4251,False,Large price/return move,High
EXC0000794,Missing Client Mapping,Client Data,IBOR,Americas,Corporate Bond,1,15,819.03,0.29,0,0,10,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Suppressed,2026-05-19,Breached,15,0,Missing Client Mapping,0.907,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,35.3,"Missing Client Mapping in Client Data from IBOR is ranked Low because the item is 15 days old, has a break amount of 819.03, and carries confidence 0.907.",0.0145,False,Aging unresolved item,Low
EXC0000795,Price Outlier,Pricing,Murex,Americas,Corporate Bond,1,12,2482.76,11.11,0,0,15,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-04,Breached,17,0,Price Outlier,0.975,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,43.6,"Price Outlier in Pricing from Murex is ranked Medium because the item is 12 days old, has a break amount of 2482.76, and carries confidence 0.975.",0.197,False,Multi-factor isolation signal,Medium
EXC0000796,Trade Match Break,Trades,IBOR,Americas,Corporate Bond,1,8,60324.7,3.94,0,0,7,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-19,Breached,21,1,Trade Match Break,0.94,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,57.5,"Trade Match Break in Trades from IBOR is ranked High because the item is 8 days old, has a break amount of 60324.7, and carries confidence 0.94.",0.2032,False,Multi-factor isolation signal,High
EXC0000797,Missing Client Mapping,Client Data,IBOR,Americas,Equity,3,12,3821.54,2.35,0,0,0,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-05-10,Breached,15,0,Missing Client Mapping,0.937,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,44.0,"Missing Client Mapping in Client Data from IBOR is ranked Medium because the item is 12 days old, has a break amount of 3821.54, and carries confidence 0.937.",0.0796,False,Multi-factor isolation signal,Medium
EXC0000798,Invalid Currency,Reference Data,Aladdin,APAC,Government Bond,1,15,10222.97,6.27,0,1,8,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-26,Breached,7,0,Invalid Currency,0.804,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,54.3,"Invalid Currency in Reference Data from Aladdin is ranked High because the item is 15 days old, has a break amount of 10222.97, and carries confidence 0.804.",0.0955,False,Aging unresolved item,High
EXC0000799,Position Reconciliation Break,Positions,Bloomberg,Americas,Equity,1,7,72541.68,4.29,0,0,16,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-04,Breached,32,1,Position Reconciliation Break,0.843,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,59.9,"Position Reconciliation Break in Positions from Bloomberg is ranked High because the item is 7 days old, has a break amount of 72541.68, and carries confidence 0.843.",0.229,False,High-value reconciliation break,High
EXC0000800,Trade Match Break,Trades,Bloomberg,Americas,Government Bond,1,7,45576.86,2.88,0,0,17,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-23,Breached,40,0,Trade Match Break,0.897,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,57.5,"Trade Match Break in Trades from Bloomberg is ranked High because the item is 7 days old, has a break amount of 45576.86, and carries confidence 0.897.",0.1497,False,Multi-factor isolation signal,High
EXC0000801,Position Reconciliation Break,Positions,ABOR,EMEA,Derivative,0,16,4740.29,-0.26,0,0,15,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-03,Breached,21,0,Position Reconciliation Break,0.661,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",True,55.9,"Position Reconciliation Break in Positions from ABOR is ranked High because the item is 16 days old, has a break amount of 4740.29, and carries confidence 0.661.",0.0451,False,Aging unresolved item,High
EXC0000802,Position Reconciliation Break,Positions,Bloomberg,APAC,Derivative,1,11,9676.41,4.33,0,0,10,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-18,Breached,32,0,Position Reconciliation Break,0.792,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,55.4,"Position Reconciliation Break in Positions from Bloomberg is ranked High because the item is 11 days old, has a break amount of 9676.41, and carries confidence 0.792.",0.0671,False,Multi-factor isolation signal,High
EXC0000803,Unknown / Needs SME Review,Reference Data,Bloomberg,APAC,Derivative,0,8,10690.53,-0.42,0,0,19,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-29,Breached,12,0,Unknown / Needs SME Review,0.64,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,47.4,"Unknown / Needs SME Review in Reference Data from Bloomberg is ranked Medium because the item is 8 days old, has a break amount of 10690.53, and carries confidence 0.64.",0.0826,False,Multi-factor isolation signal,Medium
EXC0000804,Delayed Source Load,Source Control,IBOR,Americas,Equity,0,9,677.82,3.37,0,0,44,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-27,Breached,15,0,Delayed Source Load,0.954,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,34.9,"Delayed Source Load in Source Control from IBOR is ranked Low because the item is 9 days old, has a break amount of 677.82, and carries confidence 0.954.",0.2521,False,Multi-factor isolation signal,Low
EXC0000805,Missing Reference Data,Reference Data,Custodian,EMEA,Derivative,4,17,2567.82,-4.61,0,0,2,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Open,2026-05-03,Breached,20,0,Missing Reference Data,0.899,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,44.5,"Missing Reference Data in Reference Data from Custodian is ranked Medium because the item is 17 days old, has a break amount of 2567.82, and carries confidence 0.899.",0.2893,False,Aging unresolved item,Medium
EXC0000806,Trade Match Break,Trades,Refinitiv,EMEA,Derivative,1,11,1973.29,0.27,0,0,14,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-17,Breached,15,0,Trade Match Break,0.811,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,45.1,"Trade Match Break in Trades from Refinitiv is ranked Medium because the item is 11 days old, has a break amount of 1973.29, and carries confidence 0.811.",0.0176,False,Multi-factor isolation signal,Medium
EXC0000807,Duplicate Record,Trades,SimCorp,APAC,Corporate Bond,0,1,16997.63,-1.99,1,0,16,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Open,2026-05-05,Within SLA,19,0,Duplicate Record,0.802,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,26.6,"Duplicate Record in Trades from SimCorp is ranked Medium because the item is 1 days old, has a break amount of 16997.63, and carries confidence 0.802.",0.2644,False,Multi-factor isolation signal,Medium
EXC0000808,Invalid Currency,Reference Data,Murex,Americas,Corporate Bond,1,18,1234.87,0.78,0,1,4,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Escalated,2026-05-06,Breached,12,0,Invalid Currency,0.837,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,44.7,"Invalid Currency in Reference Data from Murex is ranked Medium because the item is 18 days old, has a break amount of 1234.87, and carries confidence 0.837.",0.1059,False,Aging unresolved item,Medium
